ORDERNUMBER,QUANTITY ORDERED,PRICE EACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10349.00,34.00,100.00,5.00,4394.84,12/1/2004 0:00,Shipped,4.00,12.00,2004.00,Classic Cars,143.00,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10358.00,25.00,100.00,13.00,2528.25,12/10/2004 0:00,Shipped,4.00,12.00,2004.00,Classic Cars,143.00,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10372.00,48.00,100.00,6.00,7031.52,1/26/2005 0:00,Shipped,1.00,1.00,2005.00,Classic Cars,143.00,S18_4027,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Large
10383.00,38.00,100.00,1.00,5340.90,2/22/2005 0:00,Shipped,1.00,2.00,2005.00,Classic Cars,143.00,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10394.00,37.00,100.00,1.00,6376.58,3/15/2005 0:00,Shipped,1.00,3.00,2005.00,Classic Cars,143.00,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10413.00,49.00,100.00,5.00,6896.75,5/5/2005 0:00,Shipped,2.00,5.00,2005.00,Classic Cars,143.00,S18_4027,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10100.00,22.00,86.51,4.00,1903.22,1/6/2003 0:00,Shipped,1.00,1.00,2003.00,Vintage Cars,92.00,S18_4409,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10110.00,28.00,89.27,8.00,2499.56,3/18/2003 0:00,Shipped,1.00,3.00,2003.00,Vintage Cars,92.00,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10124.00,36.00,85.59,7.00,3081.24,5/21/2003 0:00,Shipped,2.00,5.00,2003.00,Vintage Cars,92.00,S18_4409,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Medium
10148.00,34.00,100.00,1.00,3598.22,9/11/2003 0:00,Shipped,3.00,9.00,2003.00,Vintage Cars,92.00,S18_4409,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10162.00,39.00,100.00,10.00,3912.09,10/18/2003 0:00,Shipped,4.00,10.00,2003.00,Vintage Cars,92.00,S18_4409,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10173.00,21.00,75.46,14.00,1584.66,11/5/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,92.00,S18_4409,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10182.00,36.00,100.00,11.00,3942.72,11/12/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,92.00,S18_4409,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10193.00,24.00,97.55,15.00,2341.20,11/21/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,92.00,S18_4409,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10204.00,29.00,85.59,5.00,2482.11,12/2/2003 0:00,Shipped,4.00,12.00,2003.00,Vintage Cars,92.00,S18_4409,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small
10213.00,38.00,94.79,1.00,3602.02,1/22/2004 0:00,Shipped,1.00,1.00,2004.00,Vintage Cars,92.00,S18_4409,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium
10227.00,34.00,100.00,11.00,3566.94,3/2/2004 0:00,Shipped,1.00,3.00,2004.00,Vintage Cars,92.00,S18_4409,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10241.00,42.00,90.19,3.00,3787.98,4/13/2004 0:00,Shipped,2.00,4.00,2004.00,Vintage Cars,92.00,S18_4409,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium
10280.00,35.00,100.00,17.00,3704.05,8/17/2004 0:00,Shipped,3.00,8.00,2004.00,Vintage Cars,92.00,S18_4409,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10288.00,35.00,80.99,6.00,2834.65,9/1/2004 0:00,Shipped,3.00,9.00,2004.00,Vintage Cars,92.00,S18_4409,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10302.00,38.00,89.27,2.00,3392.26,10/6/2003 0:00,Shipped,4.00,10.00,2003.00,Vintage Cars,92.00,S18_4409,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10311.00,41.00,81.91,1.00,3358.31,10/16/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,92.00,S18_4409,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10332.00,50.00,100.00,2.00,7310.00,11/17/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,92.00,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Large
10344.00,21.00,100.00,4.00,2203.11,11/25/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,92.00,S18_4409,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10367.00,43.00,62.72,8.00,2696.96,1/12/2005 0:00,Resolved,1.00,1.00,2005.00,Vintage Cars,92.00,S18_4409,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10380.00,32.00,100.00,1.00,3376.64,2/16/2005 0:00,Shipped,1.00,2.00,2005.00,Vintage Cars,92.00,S18_4409,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10407.00,6.00,90.19,3.00,541.14,4/22/2005 0:00,On Hold,2.00,4.00,2005.00,Vintage Cars,92.00,S18_4409,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10420.00,66.00,92.95,6.00,6134.70,5/29/2005 0:00,In Process,2.00,5.00,2005.00,Vintage Cars,92.00,S18_4409,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10105.00,41.00,82.50,10.00,3382.50,2/11/2003 0:00,Shipped,1.00,2.00,2003.00,Vintage Cars,87.00,S18_4522,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10117.00,23.00,97.42,4.00,2240.66,4/16/2003 0:00,Shipped,2.00,4.00,2003.00,Vintage Cars,87.00,S18_4522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10128.00,43.00,92.16,1.00,3962.88,6/6/2003 0:00,Shipped,2.00,6.00,2003.00,Vintage Cars,87.00,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10142.00,24.00,70.22,7.00,1685.28,8/8/2003 0:00,Shipped,3.00,8.00,2003.00,Vintage Cars,87.00,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10153.00,22.00,83.38,6.00,1834.36,9/28/2003 0:00,Shipped,3.00,9.00,2003.00,Vintage Cars,87.00,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10166.00,26.00,73.73,1.00,1916.98,10/21/2003 0:00,Shipped,4.00,10.00,2003.00,Vintage Cars,87.00,S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small
10177.00,35.00,74.60,8.00,2611.00,11/7/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,87.00,S18_4522,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small
10185.00,47.00,77.24,8.00,3630.28,11/14/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,87.00,S18_4522,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10197.00,50.00,100.00,14.00,5090.50,11/26/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,87.00,S18_4522,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10208.00,45.00,87.77,8.00,3949.65,1/2/2004 0:00,Shipped,1.00,1.00,2004.00,Vintage Cars,87.00,S18_4522,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10221.00,39.00,89.53,2.00,3491.67,2/18/2004 0:00,Shipped,1.00,2.00,2004.00,Vintage Cars,87.00,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10232.00,23.00,89.53,5.00,2059.19,3/20/2004 0:00,Shipped,1.00,3.00,2004.00,Vintage Cars,87.00,S18_4522,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10248.00,42.00,75.48,11.00,3170.16,5/7/2004 0:00,Cancelled,2.00,5.00,2004.00,Vintage Cars,87.00,S18_4522,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10261.00,20.00,89.53,9.00,1790.60,6/17/2004 0:00,Shipped,2.00,6.00,2004.00,Vintage Cars,87.00,S18_4522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Small
10273.00,33.00,71.09,12.00,2345.97,7/21/2004 0:00,Shipped,3.00,7.00,2004.00,Vintage Cars,87.00,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10283.00,34.00,100.00,14.00,3580.88,8/20/2004 0:00,Shipped,3.00,8.00,2004.00,Vintage Cars,87.00,S18_4522,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10293.00,49.00,100.00,3.00,4946.06,9/9/2004 0:00,Shipped,3.00,9.00,2004.00,Vintage Cars,87.00,S18_4522,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10306.00,39.00,90.40,8.00,3525.60,10/14/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,87.00,S18_4522,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10315.00,36.00,100.00,7.00,3602.16,10/29/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,87.00,S18_4522,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10326.00,50.00,86.01,5.00,4300.50,11/9/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,87.00,S18_4522,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10337.00,29.00,100.00,2.00,4498.19,11/21/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,87.00,S18_4522,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10350.00,30.00,100.00,3.00,3023.10,12/2/2004 0:00,Shipped,4.00,12.00,2004.00,Vintage Cars,87.00,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10372.00,41.00,86.89,7.00,3562.49,1/26/2005 0:00,Shipped,1.00,1.00,2005.00,Vintage Cars,87.00,S18_4522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10383.00,28.00,58.58,7.00,1640.24,2/22/2005 0:00,Shipped,1.00,2.00,2005.00,Vintage Cars,87.00,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10396.00,45.00,100.00,5.00,4739.40,3/23/2005 0:00,Shipped,1.00,3.00,2005.00,Vintage Cars,87.00,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10414.00,16.00,75.48,11.00,1207.68,5/6/2005 0:00,On Hold,2.00,5.00,2005.00,Vintage Cars,87.00,S18_4522,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10103.00,36.00,100.00,5.00,4228.20,1/29/2003 0:00,Shipped,1.00,1.00,2003.00,Trucks and Buses,121.00,S18_4600,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10114.00,41.00,100.00,9.00,4815.45,4/1/2003 0:00,Shipped,2.00,4.00,2003.00,Trucks and Buses,121.00,S18_4600,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10126.00,50.00,100.00,5.00,7083.00,5/28/2003 0:00,Shipped,2.00,5.00,2003.00,Trucks and Buses,121.00,S18_4600,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large
10140.00,40.00,100.00,5.00,4601.20,7/24/2003 0:00,Shipped,3.00,7.00,2003.00,Trucks and Buses,121.00,S18_4600,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10150.00,49.00,100.00,2.00,6467.02,9/19/2003 0:00,Shipped,3.00,9.00,2003.00,Trucks and Buses,121.00,S18_4600,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10164.00,45.00,100.00,3.00,5012.55,10/21/2003 0:00,Resolved,4.00,10.00,2003.00,Trucks and Buses,121.00,S18_4600,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10175.00,47.00,100.00,10.00,5121.59,11/6/2003 0:00,Shipped,4.00,11.00,2003.00,Trucks and Buses,121.00,S18_4600,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10183.00,21.00,100.00,2.00,2441.04,11/13/2003 0:00,Shipped,4.00,11.00,2003.00,Trucks and Buses,121.00,S18_4600,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10194.00,32.00,100.00,5.00,4262.08,11/25/2003 0:00,Shipped,4.00,11.00,2003.00,Trucks and Buses,121.00,S18_4600,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10207.00,47.00,100.00,16.00,6658.02,12/9/2003 0:00,Shipped,4.00,12.00,2003.00,Trucks and Buses,121.00,S18_4600,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10217.00,38.00,100.00,5.00,4509.08,2/4/2004 0:00,Shipped,1.00,2.00,2004.00,Trucks and Buses,121.00,S18_4600,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10229.00,41.00,100.00,10.00,4716.23,3/11/2004 0:00,Shipped,1.00,3.00,2004.00,Trucks and Buses,121.00,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10245.00,21.00,100.00,3.00,2390.22,5/4/2004 0:00,Shipped,2.00,5.00,2004.00,Trucks and Buses,121.00,S18_4600,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Small
10259.00,41.00,100.00,13.00,4666.62,6/15/2004 0:00,Shipped,2.00,6.00,2004.00,Trucks and Buses,121.00,S18_4600,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10270.00,38.00,100.00,3.00,5383.08,7/19/2004 0:00,Shipped,3.00,7.00,2004.00,Trucks and Buses,121.00,S18_4600,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10281.00,25.00,99.29,10.00,2482.25,8/19/2004 0:00,Shipped,3.00,8.00,2004.00,Trucks and Buses,121.00,S18_4600,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10291.00,48.00,100.00,5.00,5288.64,9/8/2004 0:00,Shipped,3.00,9.00,2004.00,Trucks and Buses,121.00,S18_4600,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10305.00,22.00,99.29,14.00,2184.38,10/13/2004 0:00,Shipped,4.00,10.00,2004.00,Trucks and Buses,121.00,S18_4600,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10313.00,28.00,100.00,8.00,2881.76,10/22/2004 0:00,Shipped,4.00,10.00,2004.00,Trucks and Buses,121.00,S18_4600,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10323.00,47.00,100.00,1.00,6203.06,11/5/2004 0:00,Shipped,4.00,11.00,2004.00,Trucks and Buses,121.00,S18_4600,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10334.00,49.00,100.00,4.00,6763.47,11/19/2004 0:00,On Hold,4.00,11.00,2004.00,Trucks and Buses,121.00,S18_4600,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10347.00,45.00,100.00,4.00,5884.65,11/29/2004 0:00,Shipped,4.00,11.00,2004.00,Trucks and Buses,121.00,S18_4600,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357.00,28.00,100.00,2.00,3559.64,12/10/2004 0:00,Shipped,4.00,12.00,2004.00,Trucks and Buses,121.00,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10370.00,29.00,57.53,6.00,1668.37,1/20/2005 0:00,Shipped,1.00,1.00,2005.00,Trucks and Buses,121.00,S18_4600,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10382.00,39.00,100.00,1.00,4890.60,2/17/2005 0:00,Shipped,1.00,2.00,2005.00,Trucks and Buses,121.00,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10411.00,46.00,100.00,3.00,5235.72,5/1/2005 0:00,Shipped,2.00,5.00,2005.00,Trucks and Buses,121.00,S18_4600,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10425.00,38.00,100.00,13.00,4325.16,5/31/2005 0:00,In Process,2.00,5.00,2005.00,Trucks and Buses,121.00,S18_4600,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10103.00,41.00,47.29,9.00,1938.89,1/29/2003 0:00,Shipped,1.00,1.00,2003.00,Vintage Cars,50.00,S18_4668,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10113.00,50.00,49.81,3.00,2490.50,3/26/2003 0:00,Shipped,1.00,3.00,2003.00,Vintage Cars,50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10126.00,43.00,53.83,9.00,2314.69,5/28/2003 0:00,Shipped,2.00,5.00,2003.00,Vintage Cars,50.00,S18_4668,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
10140.00,29.00,43.27,9.00,1254.83,7/24/2003 0:00,Shipped,3.00,7.00,2003.00,Vintage Cars,50.00,S18_4668,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10150.00,30.00,42.76,6.00,1282.80,9/19/2003 0:00,Shipped,3.00,9.00,2003.00,Vintage Cars,50.00,S18_4668,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10164.00,25.00,53.83,7.00,1345.75,10/21/2003 0:00,Resolved,4.00,10.00,2003.00,Vintage Cars,50.00,S18_4668,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Small
10174.00,49.00,44.78,2.00,2194.22,11/6/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,50.00,S18_4668,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10183.00,40.00,49.30,6.00,1972.00,11/13/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,50.00,S18_4668,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10194.00,41.00,44.78,9.00,1835.98,11/25/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,50.00,S18_4668,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10206.00,21.00,53.33,4.00,1119.93,12/5/2003 0:00,Shipped,4.00,12.00,2003.00,Vintage Cars,50.00,S18_4668,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10215.00,46.00,45.28,1.00,2082.88,1/29/2004 0:00,Shipped,1.00,1.00,2004.00,Vintage Cars,50.00,S18_4668,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Small
10229.00,39.00,40.25,14.00,1569.75,3/11/2004 0:00,Shipped,1.00,3.00,2004.00,Vintage Cars,50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10245.00,45.00,59.87,7.00,2694.15,5/4/2004 0:00,Shipped,2.00,5.00,2004.00,Vintage Cars,50.00,S18_4668,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Small
10258.00,21.00,59.87,4.00,1257.27,6/15/2004 0:00,Shipped,2.00,6.00,2004.00,Vintage Cars,50.00,S18_4668,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10270.00,44.00,58.36,7.00,2567.84,7/19/2004 0:00,Shipped,3.00,7.00,2004.00,Vintage Cars,50.00,S18_4668,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10281.00,44.00,59.87,14.00,2634.28,8/19/2004 0:00,Shipped,3.00,8.00,2004.00,Vintage Cars,50.00,S18_4668,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10291.00,29.00,51.82,9.00,1502.78,9/8/2004 0:00,Shipped,3.00,9.00,2004.00,Vintage Cars,50.00,S18_4668,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10304.00,34.00,49.30,4.00,1676.20,10/11/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,50.00,S18_4668,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
10312.00,39.00,56.85,1.00,2217.15,10/21/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10324.00,38.00,100.00,6.00,6832.02,11/5/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,50.00,S18_4668,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Medium
